orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,shipstate/province,shipzip/postalcode,shipcountry/region,shippingfee,taxes,paymenttype,paiddate,notes,taxrate,taxstatus,statusid,uniquerowid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productid,unitpricex,quantity,discount,productname,supplierid,categoryid,quantityperunit,unitpricey,unitsinstock,unitsonorder,reorderlevel,discontinued,orderdate_main,year,month,unitprice,totalamount
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1.0,203.48,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,422,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,75,7.75,25.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,7.75,193.75
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1.0,30.34,France restauration,"54, rue Royale",Nantes,,44000,France,,,,,,,,,,,,423,France restauration,Carine Schmitt,Marketing Manager,"54, rue Royale",Nantes,,44000,France,40.32.21.21,40.32.21.20,16,17.45,10.0,0.0,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,17.45,174.5
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1.0,30.34,France restauration,"54, rue Royale",Nantes,,44000,France,,,,,,,,,,,,423,France restauration,Carine Schmitt,Marketing Manager,"54, rue Royale",Nantes,,44000,France,40.32.21.21,40.32.21.20,62,49.3,10.0,0.0,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,,,,49.3,493.0
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1.0,30.34,France restauration,"54, rue Royale",Nantes,,44000,France,,,,,,,,,,,,423,France restauration,Carine Schmitt,Marketing Manager,"54, rue Royale",Nantes,,44000,France,40.32.21.21,40.32.21.20,65,21.05,12.0,0.0,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,32 - 8 oz bottles,21.05,76.0,0.0,0.0,False,,,,21.05,252.60000000000002
10672,BERGS,9,1997-09-17,1997-10-01,1997-09-26,2.0,95.75,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,424,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,38,263.5,15.0,0.1000000014901161,C te de Blaye,18.0,1.0,12 - 75 cl bottles,263.5,17.0,0.0,15.0,False,,,,263.5,3952.5
10672,BERGS,9,1997-09-17,1997-10-01,1997-09-26,2.0,95.75,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,424,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,71,21.5,12.0,0.0,Flotemysost,15.0,4.0,10 - 500 g pkgs.,21.5,26.0,0.0,0.0,False,,,,21.5,258.0
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1.0,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,,,,,,,,,,,,425,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,16,17.45,3.0,0.0,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,17.45,52.349999999999994
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1.0,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,,,,,,,,,,,,425,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,42,14.0,6.0,0.0,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,,,,14.0,84.0
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1.0,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,,,,,,,,,,,,425,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,43,46.0,6.0,0.0,Ipoh Coffee,20.0,1.0,16 - 500 g tins,46.0,17.0,10.0,25.0,False,,,,46.0,276.0
10674,ISLAT,4,1997-09-18,1997-10-16,1997-09-30,2.0,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,,,,,,,,,,,,426,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,23,9.0,5.0,0.0,Tunnbr d,9.0,5.0,12 - 250 g pkgs.,9.0,61.0,0.0,25.0,False,,,,9.0,45.0
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2.0,31.85,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,427,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,14,23.25,30.0,0.0,Tofu,6.0,7.0,40 - 100 g pkgs.,23.25,35.0,0.0,0.0,False,,,,23.25,697.5
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2.0,31.85,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,427,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,53,32.8,10.0,0.0,Perth Pasties,24.0,6.0,48 pieces,32.8,0.0,0.0,0.0,True,,,,32.8,328.0
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2.0,31.85,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,427,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,58,13.25,30.0,0.0,Escargots de Bourgogne,27.0,8.0,24 pieces,13.25,62.0,0.0,20.0,False,,,,13.25,397.5
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2.0,2.01,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,428,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,10,31.0,2.0,0.0,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,,,,31.0,62.0
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2.0,2.01,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,428,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,19,9.2,7.0,0.0,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,,,,9.2,64.39999999999999
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2.0,2.01,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,428,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,44,19.45,21.0,0.0,Gula Malacca,20.0,2.0,20 - 2 kg bags,19.45,27.0,0.0,15.0,False,,,,19.45,408.45
10677,ANTON,1,1997-09-22,1997-10-20,1997-09-26,3.0,4.03,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,429,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,26,31.23,30.0,0.1500000059604644,Gumb r Gummib rchen,11.0,3.0,100 - 250 g bags,31.23,15.0,0.0,0.0,False,,,,31.23,936.9
10677,ANTON,1,1997-09-22,1997-10-20,1997-09-26,3.0,4.03,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,429,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,33,2.5,8.0,0.1500000059604644,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,,,,2.5,20.0
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3.0,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,430,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,12,38.0,100.0,0.0,Queso Manchego La Pastora,5.0,4.0,10 - 500 g pkgs.,38.0,86.0,0.0,0.0,False,,,,38.0,3800.0
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3.0,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,430,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,33,2.5,30.0,0.0,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,,,,2.5,75.0
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3.0,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,430,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,41,9.65,120.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,,,,9.65,1158.0
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3.0,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,430,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,54,7.45,30.0,0.0,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,,,,7.45,223.5
10679,BLONP,8,1997-09-23,1997-10-21,1997-09-30,3.0,27.94,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,,,,,,,,,,,,431,Blondesddsl p re et fils,Fr d rique Citeaux,Marketing Manager,"24, place Kl ber",Strasbourg,,67000,France,88.60.15.31,88.60.15.32,59,55.0,12.0,0.0,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,,,,55.0,660.0
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1.0,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,,,,,,,,,,,,432,Old World Delicatessen,Rene Phillips,Sales Representative,2743 Bering St.,Anchorage,AK,99508,USA,(907) 555-7584,(907) 555-2880,16,17.45,50.0,0.25,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,17.45,872.5
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1.0,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,,,,,,,,,,,,432,Old World Delicatessen,Rene Phillips,Sales Representative,2743 Bering St.,Anchorage,AK,99508,USA,(907) 555-7584,(907) 555-2880,31,12.5,20.0,0.25,Gorgonzola Telino,14.0,4.0,12 - 100 g pkgs,12.5,0.0,70.0,20.0,False,,,,12.5,250.0
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1.0,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,,,,,,,,,,,,432,Old World Delicatessen,Rene Phillips,Sales Representative,2743 Bering St.,Anchorage,AK,99508,USA,(907) 555-7584,(907) 555-2880,42,14.0,40.0,0.25,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,,,,14.0,560.0
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3.0,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,433,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,19,9.2,30.0,0.1000000014901161,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,,,,9.2,276.0
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3.0,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,433,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,21,10.0,12.0,0.1000000014901161,Sir Rodney's Scones,8.0,3.0,24 pkgs. x 4 pieces,10.0,3.0,40.0,5.0,False,,,,10.0,120.0
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3.0,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,433,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,64,33.25,28.0,0.0,Wimmers gute Semmelkn del,12.0,5.0,20 bags x 4 pieces,33.25,22.0,80.0,30.0,False,,,,33.25,931.0
10682,ANTON,3,1997-09-25,1997-10-23,1997-10-01,2.0,36.13,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,434,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,33,2.5,30.0,0.0,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,,,,2.5,75.0
10682,ANTON,3,1997-09-25,1997-10-23,1997-10-01,2.0,36.13,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,434,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,66,17.0,4.0,0.0,Louisiana Hot Spiced Okra,2.0,2.0,24 - 8 oz jars,17.0,4.0,100.0,20.0,False,,,,17.0,68.0
10682,ANTON,3,1997-09-25,1997-10-23,1997-10-01,2.0,36.13,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,434,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,75,7.75,30.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,7.75,232.5
10683,DUMON,2,1997-09-26,1997-10-24,1997-10-01,1.0,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,,,,,,,,,,,,435,Du monde entier,Janine Labrune,Owner,"67, rue des Cinquante Otages",Nantes,,44000,France,40.67.88.88,40.67.89.89,52,7.0,9.0,0.0,Filo Mix,24.0,5.0,16 - 2 kg boxes,7.0,38.0,0.0,25.0,False,,,,7.0,63.0
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1.0,145.63,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,,,,,,,,,,,,436,Ottilies K seladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,K ln,,50739,Germany,0221-0644327,0221-0765721,40,18.4,20.0,0.0,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,,,,18.4,368.0
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1.0,145.63,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,,,,,,,,,,,,436,Ottilies K seladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,K ln,,50739,Germany,0221-0644327,0221-0765721,47,9.5,40.0,0.0,Zaanse koeken,22.0,3.0,10 - 4 oz boxes,9.5,36.0,0.0,0.0,False,,,,9.5,380.0
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1.0,145.63,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,,,,,,,,,,,,436,Ottilies K seladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,K ln,,50739,Germany,0221-0644327,0221-0765721,60,34.0,30.0,0.0,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,,,,34.0,1020.0
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2.0,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,,,,,,,,,,,,437,Gourmet Lanchonetes,Andr  Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,10,31.0,20.0,0.0,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,,,,31.0,620.0
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2.0,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,,,,,,,,,,,,437,Gourmet Lanchonetes,Andr  Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,41,9.65,4.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,,,,9.65,38.6
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2.0,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,,,,,,,,,,,,437,Gourmet Lanchonetes,Andr  Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,47,9.5,15.0,0.0,Zaanse koeken,22.0,3.0,10 - 4 oz boxes,9.5,36.0,0.0,0.0,False,,,,9.5,142.5
10686,PICCO,2,1997-09-30,1997-10-28,1997-10-08,1.0,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,,,,,,,,,,,,438,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,17,39.0,30.0,0.2000000029802322,Alice Mutton,7.0,6.0,20 - 1 kg tins,39.0,0.0,0.0,0.0,True,,,,39.0,1170.0
10686,PICCO,2,1997-09-30,1997-10-28,1997-10-08,1.0,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,,,,,,,,,,,,438,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,26,31.23,15.0,0.0,Gumb r Gummib rchen,11.0,3.0,100 - 250 g bags,31.23,15.0,0.0,0.0,False,,,,31.23,468.45
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2.0,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,439,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,9,97.0,50.0,0.25,Mishi Kobe Niku,4.0,6.0,18 - 500 g pkgs.,97.0,29.0,0.0,0.0,True,,,,97.0,4850.0
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2.0,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,439,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,29,123.79,10.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,,,,123.79,1237.9
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2.0,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,439,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,36,19.0,6.0,0.25,Inlagd Sill,17.0,8.0,24 - 250 g  jars,19.0,112.0,0.0,20.0,False,,,,19.0,114.0
10688,VAFFE,4,1997-10-01,1997-10-15,1997-10-07,2.0,299.09,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,,,,,,,,,,,,440,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45, rhus,,8200,Denmark,86 21 32 43,86 22 33 44,10,31.0,18.0,0.1000000014901161,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,1997-01-10,1997.0,1.0,31.0,558.0
10688,VAFFE,4,1997-10-01,1997-10-15,1997-10-07,2.0,299.09,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,,,,,,,,,,,,440,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45, rhus,,8200,Denmark,86 21 32 43,86 22 33 44,28,45.6,60.0,0.1000000014901161,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,1997-01-10,1997.0,1.0,45.6,2736.0
10688,VAFFE,4,1997-10-01,1997-10-15,1997-10-07,2.0,299.09,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,,,,,,,,,,,,440,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45, rhus,,8200,Denmark,86 21 32 43,86 22 33 44,34,14.0,14.0,0.0,Sasquatch Ale,16.0,1.0,24 - 12 oz bottles,14.0,111.0,0.0,15.0,False,1997-01-10,1997.0,1.0,14.0,196.0
10689,BERGS,1,1997-10-01,1997-10-29,1997-10-07,2.0,13.42,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,441,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,1,18.0,35.0,0.25,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,1997-01-10,1997.0,1.0,18.0,630.0
10690,HANAR,1,1997-10-02,1997-10-30,1997-10-03,1.0,15.8,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,442,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,56,38.0,20.0,0.25,Gnocchi di nonna Alice,26.0,5.0,24 - 250 g pkgs.,38.0,21.0,10.0,30.0,False,1997-02-10,1997.0,2.0,38.0,760.0
10690,HANAR,1,1997-10-02,1997-10-30,1997-10-03,1.0,15.8,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,442,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,77,13.0,30.0,0.25,Original Frankfurter gr ne So e,12.0,2.0,12 boxes,13.0,32.0,0.0,15.0,False,1997-02-10,1997.0,2.0,13.0,390.0
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2.0,810.05,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,443,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,1,18.0,30.0,0.0,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,1997-03-10,1997.0,3.0,18.0,540.0
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2.0,810.05,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,443,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,29,123.79,40.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,1997-03-10,1997.0,3.0,123.79,4951.6
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2.0,810.05,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,443,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,43,46.0,40.0,0.0,Ipoh Coffee,20.0,1.0,16 - 500 g tins,46.0,17.0,10.0,25.0,False,1997-03-10,1997.0,3.0,46.0,1840.0
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2.0,810.05,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,443,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,44,19.45,24.0,0.0,Gula Malacca,20.0,2.0,20 - 2 kg bags,19.45,27.0,0.0,15.0,False,1997-03-10,1997.0,3.0,19.45,466.79999999999995
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2.0,810.05,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,443,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,62,49.3,48.0,0.0,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,1997-03-10,1997.0,3.0,49.3,2366.3999999999996
10692,ALFKI,4,1997-10-03,1997-10-31,1997-10-13,2.0,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,,,,,,,,,,,,444,Alfreds Futterkiste,Maria Anders,Sales Representative,Obere Str. 57,Berlin,,12209,Germany,030-0074321,030-0076545,63,43.9,20.0,0.0,Vegie-spread,7.0,2.0,15 - 625 g jars,43.9,24.0,0.0,5.0,False,1997-03-10,1997.0,3.0,43.9,878.0
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3.0,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,445,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,9,97.0,6.0,0.0,Mishi Kobe Niku,4.0,6.0,18 - 500 g pkgs.,97.0,29.0,0.0,0.0,True,1997-06-10,1997.0,6.0,97.0,582.0
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3.0,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,445,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,54,7.45,60.0,0.1500000059604644,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,1997-06-10,1997.0,6.0,7.45,447.0
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3.0,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,445,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,69,36.0,30.0,0.1500000059604644,Gudbrandsdalsost,15.0,4.0,10 kg pkg.,36.0,26.0,0.0,15.0,False,1997-06-10,1997.0,6.0,36.0,1080.0
